gene_id,890_hisat2,913_hisat2,933_hisat2
BBB50_RS03860,91,69,129
BBB50_RS03865,16,8,14
BBB50_RS03870,252,158,136
BBB50_RS03875,11149,9450,12181
BBB50_RS03880,4875,4836,7006
BBB50_RS03885,21068,16567,22887
BBB50_RS03890,7344,6418,9073
BBB50_RS03895,2476,2482,4008
BBB50_RS03900,4903,4795,6697
BBB50_RS03905,7429,5534,7143
BBB50_RS03910,4062,2661,3527
BBB50_RS03915,2861,1737,1742
BBB50_RS03920,9767,6513,7630
BBB50_RS03925,16786,12705,14179
BBB50_RS03930,61016,74944,96535
BBB50_RS03935,2241,2042,2509
BBB50_RS03940,2109,1983,2785
BBB50_RS03945,14756,12345,13207
BBB50_RS03950,1101,1279,1635
BBB50_RS03955,4046,4102,4855
BBB50_RS03960,2276,2280,2956
BBB50_RS03965,24769,23612,26557
BBB50_RS03970,5680,5266,5705
BBB50_RS03975,15695,14797,15050
BBB50_RS03980,69890,54750,56616
BBB50_RS03985,2445,2266,2777
BBB50_RS03990,7850,7876,8166
BBB50_RS03995,25434,26710,28241
BBB50_RS04000,18009,18649,23446
BBB50_RS04005,4217,3561,4808
BBB50_RS04010,5534,6104,6890
BBB50_RS04015,25898,28732,28414
BBB50_RS04020,4336,4673,5300
BBB50_RS04025,3699,2160,2151
BBB50_RS04030,1632,1279,1543
BBB50_RS04035,5562,4594,5402
BBB50_RS04040,8831,7523,8629
BBB50_RS04045,29152,30379,18439
BBB50_RS04050,192837,279387,221648
BBB50_RS04055,208083,194673,166606
BBB50_RS04060,141021,104454,97115
BBB50_RS04065,126069,93129,86398
BBB50_RS04070,8957,7707,8209
BBB50_RS04075,25047,24286,21309
BBB50_RS04080,27879,24292,29623
BBB50_RS04085,13682,8970,10126
BBB50_RS04090,15346,12687,13677
BBB50_RS04095,12102,8279,8924
BBB50_RS04100,32049,22205,24864
BBB50_RS04105,12064,9620,11694
BBB50_RS04110,10827,10098,9703
BBB50_RS04115,12256,10789,10935
BBB50_RS04120,1619,1266,1326
BBB50_RS04125,51121,39064,39012
BBB50_RS04130,35479,23735,21748
BBB50_RS04135,28947,18995,20302
BBB50_RS04140,8293,5500,5504
BBB50_RS04145,2917,1858,1982
BBB50_RS04150,7365,5350,6193
BBB50_RS04155,2514,2151,2499
BBB50_RS04160,3383,2612,2822
BBB50_RS04165,14562,10424,11607
BBB50_RS04170,7454,5591,7322
BBB50_RS04175,22946,21486,23211
BBB50_RS04185,27864,32123,32709
BBB50_RS04190,3516,2949,3018
BBB50_RS04195,553,472,627
BBB50_RS04200,428,261,431
BBB50_RS04205,3572,2440,3474
BBB50_RS04210,14395,13449,15304
BBB50_RS04215,25364,21978,22904
BBB50_RS04220,6053,4351,5012
BBB50_RS04225,5185,4216,5258
BBB50_RS04230,45308,47744,54985
BBB50_RS04235,8322,9459,10840
BBB50_RS04240,10238,8962,10738
BBB50_RS04245,301,308,226
BBB50_RS04250,918,612,607
BBB50_RS04255,9984,7711,8234
BBB50_RS04260,2632,2339,2302
BBB50_RS04265,16540,14301,13935
BBB50_RS04270,17198,12801,12912
BBB50_RS04275,24578,21008,25225
BBB50_RS04280,3808,3505,4586
BBB50_RS04285,2328,1978,2379
BBB50_RS04290,300057,317863,366794
BBB50_RS04295,33224,26219,33751
BBB50_RS04300,20381,18112,22306
BBB50_RS04305,158540,153802,189983
BBB50_RS04310,72513,71508,73793
BBB50_RS04315,265617,338744,358179
BBB50_RS04320,144029,187984,192816
BBB50_RS04325,83193,122700,144753
BBB50_RS04330,81957,124306,133676
BBB50_RS04335,3132,1869,2810
BBB50_RS04340,8871,4632,7699
BBB50_RS04345,2309,2357,3108
BBB50_RS04350,12072,9841,13578
BBB50_RS04355,3205,3804,5627
BBB50_RS04360,152849,160007,194987
BBB50_RS04365,8412,7146,9787
BBB50_RS04370,4502,3676,4269
BBB50_RS04375,16549,12731,15459
BBB50_RS04380,2213,2220,1970
BBB50_RS04385,23187,32307,31995
BBB50_RS04390,19947,14806,17770
BBB50_RS04395,24077,12718,17102
BBB50_RS04400,41254,28185,32960
BBB50_RS04405,34778,29927,33803
BBB50_RS04410,35871,30200,34333
BBB50_RS04415,36999,24875,28143
BBB50_RS04420,43499,27414,33260
BBB50_RS04425,129865,87548,96998
BBB50_RS04430,73385,46315,53509
BBB50_RS04435,32900,23125,27115
BBB50_RS04440,33649,24006,34279
BBB50_RS04445,34237,18780,21872
BBB50_RS04450,22488,12060,14290
BBB50_RS04455,5274,4966,6257
BBB50_RS04460,6706,5283,5815
BBB50_RS04465,7382,5296,5626
BBB50_RS04470,814,644,740
BBB50_RS04475,1430,1374,1677
BBB50_RS04480,10539,10928,11914
BBB50_RS04485,2564,3056,3459
BBB50_RS04490,1818,2072,2129
BBB50_RS04495,7409,8262,8761
BBB50_RS04500,7687,7346,6170
BBB50_RS04505,11582,8398,9299
BBB50_RS04510,9730,13427,12965
BBB50_RS04515,120086,92217,98154
BBB50_RS04520,2079,2460,3007
BBB50_RS04525,10144,7461,8068
BBB50_RS04530,2266,1504,1765
BBB50_RS04535,57,37,67
BBB50_RS04540,108,58,92
BBB50_RS04545,16618,15784,20014
BBB50_RS04550,2705,2754,3993
BBB50_RS04555,13080,13896,16218
BBB50_RS04560,3363,1421,1670
BBB50_RS04565,23586,23675,35778
BBB50_RS04570,31835,35417,38815
BBB50_RS04575,2631,1816,2018
BBB50_RS04580,186480,170720,140458
BBB50_RS04585,4413,5797,6147
BBB50_RS04590,2007,1571,2160
BBB50_RS04595,50539,56581,68428
BBB50_RS04610,4992,3614,3350
BBB50_RS04615,2706,2465,2288
BBB50_RS04620,65135,52255,61491
BBB50_RS04625,2834,2131,2596
BBB50_RS04630,4596,3079,4830
BBB50_RS04635,6242,5552,7636
BBB50_RS04640,8076,8585,10447
BBB50_RS04645,39668,30293,33458
BBB50_RS04650,29143,27389,32519
BBB50_RS04655,9435,8789,11999
BBB50_RS04660,5128,3240,3839
BBB50_RS04665,4426,2940,3830
BBB50_RS04670,2381,1381,1799
BBB50_RS04675,3017,1370,2274
BBB50_RS04680,1262,803,758
BBB50_RS04685,111535,76183,97498
BBB50_RS04690,28124,23751,19200
BBB50_RS04695,7046,7181,5771
BBB50_RS04700,42218,48327,47726
BBB50_RS04705,39058,10297,12846
BBB50_RS04710,8912,9095,11595
BBB50_RS04715,26577,10953,13189
BBB50_RS04720,14827,18208,17209
BBB50_RS04725,5009,5167,5517
BBB50_RS04730,4975,4790,5319
BBB50_RS04735,10147,9343,11562
BBB50_RS04740,4644,3689,4111
BBB50_RS04745,366914,194266,170487
BBB50_RS04750,5895,5172,5228
BBB50_RS04755,14289,8547,11070
BBB50_RS04760,2452,1053,1653
BBB50_RS04765,5447,4227,6352
BBB50_RS04770,29185,29976,29463
BBB50_RS04775,111295,138835,144561
BBB50_RS04780,5459,5005,5756
BBB50_RS04790,12464,8042,10861
BBB50_RS04795,7630,5371,5594
BBB50_RS04800,1637,1096,1589
BBB50_RS04805,9067,7358,8009
BBB50_RS04810,5176,3966,4409
BBB50_RS04815,47350,45390,52000
BBB50_RS04820,9966,9107,11466
BBB50_RS04825,28835,29201,36226
BBB50_RS04830,9609,7664,7348
BBB50_RS04835,1362,1281,1374
BBB50_RS04840,18403,22273,19644
BBB50_RS04845,7569,8780,9425
BBB50_RS04850,65975,62624,58555
BBB50_RS04855,7602,5813,7013
BBB50_RS04860,8539,6404,7886
BBB50_RS04865,1913,1542,2172
BBB50_RS04870,12081,13276,13464
BBB50_RS04875,3151,4056,3937
BBB50_RS04880,3822,5137,5507
BBB50_RS04885,10151,10265,10652
BBB50_RS04890,8347,8631,8408
BBB50_RS04895,16219,8221,7734
BBB50_RS04905,8572,7720,8284
BBB50_RS04910,3591,4359,4722
BBB50_RS04915,125304,113644,83397
BBB50_RS04920,1913,1976,2313
BBB50_RS04925,39379,44655,35650
BBB50_RS04930,1089,741,951
BBB50_RS04935,4566,4904,5649
BBB50_RS04940,3986,4400,5436
BBB50_RS04945,2576,2756,3038
BBB50_RS04950,30337,33384,30102
BBB50_RS04955,4523,3427,3099
BBB50_RS04960,776,458,445
BBB50_RS04965,37109,46594,46539
BBB50_RS04970,7438,5510,7557
BBB50_RS04975,24508,26084,30644
BBB50_RS04980,1948,1952,1550
BBB50_RS04985,8734,13182,7755
BBB50_RS04990,2717,3957,2777
BBB50_RS04995,1299,1361,1252
BBB50_RS05000,12613,3392,3333
BBB50_RS05005,15405,7790,10657
BBB50_RS05010,142,115,106
BBB50_RS05015,3602,3680,4366
BBB50_RS05020,3693,4162,3499
BBB50_RS05025,8856,11541,11052
BBB50_RS05030,8767,9504,10618
BBB50_RS05035,2640,1610,1725
BBB50_RS05040,3791,2218,2736
BBB50_RS05045,3352,1383,1670
BBB50_RS05050,11807,3979,5026
BBB50_RS05055,3413,927,1067
BBB50_RS05065,15131,13338,14938
BBB50_RS05070,176756,133675,187573
BBB50_RS05075,25772,16650,28596
BBB50_RS05080,36773,31345,46015
BBB50_RS05085,2874,2470,3602
BBB50_RS05090,3612,3322,4870
BBB50_RS05100,26611,27257,37236
BBB50_RS05105,49989,56550,43027
BBB50_RS05110,133685,115450,111135
BBB50_RS05115,38831,33640,32089
BBB50_RS05120,24319,34662,40578
BBB50_RS05125,22799,25198,32510
BBB50_RS05130,426,153,317
BBB50_RS05135,18349,15856,18580
BBB50_RS05140,721917,702326,739806
BBB50_RS05145,9104,5225,6039
BBB50_RS05150,11923,9719,9066
BBB50_RS05155,18776,15278,17247
BBB50_RS05160,7572,6524,8744
BBB50_RS05165,5332,5412,6927
BBB50_RS05170,16772,15832,20207
BBB50_RS05175,29223,39793,42238
BBB50_RS05180,4875,4140,5086
BBB50_RS05185,112146,101285,104111
BBB50_RS05190,32481,26749,29806
BBB50_RS05195,43506,41858,41053
BBB50_RS05200,2211,2182,1962
BBB50_RS05205,15520,18993,24435
BBB50_RS05210,26741,29579,32885
BBB50_RS05215,12599,8640,6627
BBB50_RS05220,19405,20702,31853
BBB50_RS05225,7192,6056,5887
BBB50_RS05230,13201,12415,12859
BBB50_RS05235,8993,10509,10429
BBB50_RS05240,27043,31487,28558
BBB50_RS05245,20148,24904,21832
BBB50_RS05250,16957,17875,15986
BBB50_RS05255,14187,15560,16561
BBB50_RS05260,2330,2098,2078
BBB50_RS05265,35800,43306,29880
BBB50_RS05270,30343,29241,30130
BBB50_RS05275,16825,17310,19178
BBB50_RS05280,1915,1761,1811
BBB50_RS05285,4747,4272,4624
BBB50_RS05290,3740,3261,3539
BBB50_RS05295,3390,2947,3542
BBB50_RS05300,2574,1978,2407
BBB50_RS05305,3632,3175,3289
BBB50_RS05310,33411,27607,30491
BBB50_RS05315,10214,7728,8826
BBB50_RS05320,590,359,599
BBB50_RS05325,4745,4382,4576
BBB50_RS05330,61637,14508,26536
BBB50_RS05335,75561,14100,24819
BBB50_RS05340,593959,105092,135425
BBB50_RS05345,11028,11526,12448
BBB50_RS05350,1180,841,987
BBB50_RS05355,16432,11513,11905
BBB50_RS05360,29063,4089,6747
BBB50_RS05365,11833,7006,9062
BBB50_RS05370,254993,189011,170554
BBB50_RS05375,11225,7298,7809
BBB50_RS05380,28759,37470,35171
BBB50_RS05385,29155,41564,41857
BBB50_RS05390,12337,18908,16880
BBB50_RS05395,1790,2528,3094
BBB50_RS05400,7714,8029,9810
BBB50_RS05405,24525,30578,34606
BBB50_RS05410,808,955,1033
BBB50_RS05415,3732,4129,4278
BBB50_RS05420,6570,6120,7055
BBB50_RS05425,16032,12322,14841
BBB50_RS05430,28971,23300,30897
BBB50_RS05435,2712,3901,3946
BBB50_RS05440,4879,4515,4902
BBB50_RS05445,24474,7377,9141
BBB50_RS05450,4340,4595,4656
BBB50_RS05455,13840,11663,14242
BBB50_RS05460,38821,30904,36997
BBB50_RS05465,4209,2443,3203
BBB50_RS05470,11909,6810,8471
BBB50_RS05475,19087,10473,11576
BBB50_RS05480,42725,28147,35684
BBB50_RS05485,34766,23208,30067
BBB50_RS05490,39,4,26
BBB50_RS05495,4513,2529,3516
BBB50_RS05500,3411,3710,3828
BBB50_RS05505,21511,21596,21098
BBB50_RS05510,6150,6074,6752
BBB50_RS05515,11248,13994,15558
BBB50_RS05520,40166,54024,57805
BBB50_RS05525,37682,51354,54037
BBB50_RS05530,18779,20996,25674
BBB50_RS05535,7669,5365,7193
BBB50_RS05540,5629,5022,5533
BBB50_RS05545,15620,7320,6538
BBB50_RS05550,5181,7310,5319
BBB50_RS05555,2112,2991,3645
BBB50_RS05560,3155,5254,10281
BBB50_RS05565,1945,2997,2306
BBB50_RS05570,1317,1297,1441
BBB50_RS05575,452,441,459
BBB50_RS05580,4752,4131,5370
BBB50_RS05585,2737,2751,4163
BBB50_RS05590,69,145,99
BBB50_RS05595,3462,2952,2358
BBB50_RS05600,13243,11747,10290
BBB50_RS05605,415,312,322
BBB50_RS05610,843,526,527
BBB50_RS05615,1237,688,673
BBB50_RS05620,632,401,412
BBB50_RS05625,1544,1221,1328
BBB50_RS05630,2097,1449,1950
BBB50_RS05635,536,508,494
BBB50_RS05640,1004,1797,1492
BBB50_RS05645,1766,1608,1308
BBB50_RS05650,1249,1457,1411
BBB50_RS05660,1250,298,434
BBB50_RS05665,445,139,155
BBB50_RS05670,360,109,135
BBB50_RS05675,6220,986,916
BBB50_RS05680,10337,2516,2714
BBB50_RS05685,4932,2192,2086
BBB50_RS05690,2521,1190,1027
BBB50_RS05695,9566,8397,9600
BBB50_RS05700,698,687,729
BBB50_RS05705,593,709,726
BBB50_RS05710,1235,1423,1248
BBB50_RS05715,554,439,438
BBB50_RS05720,731,603,579
BBB50_RS05725,1355,1056,1224
BBB50_RS05735,607,507,406
BBB50_RS05740,2695,2137,1805
BBB50_RS05745,487,370,516
BBB50_RS05750,163,120,219
BBB50_RS05755,21114,20662,29577
BBB50_RS05760,6163,6450,6752
BBB50_RS05765,3278,3956,4879
BBB50_RS05770,1360,1436,1920
BBB50_RS05780,9322,9284,15281
BBB50_RS05785,3256,2224,3382
BBB50_RS05790,3231,3884,4994
BBB50_RS05795,2701,2832,4415
BBB50_RS05800,10175,10857,10806
BBB50_RS05805,1248,1553,1788
BBB50_RS05810,2323,2604,2278
BBB50_RS05815,4841,3746,2849
BBB50_RS05820,19187,13682,11480
BBB50_RS05825,12705,8935,7577
BBB50_RS05830,20030,15387,13876
BBB50_RS05835,7951,6481,6789
BBB50_RS05840,8768,6992,6885
BBB50_RS05845,10350,6727,6595
BBB50_RS05850,16257,11125,9565
BBB50_RS05855,6492,4616,4432
BBB50_RS05860,3470,1953,2030
BBB50_RS05865,6686,3335,3641
BBB50_RS05870,21878,10195,11426
BBB50_RS05875,2093,1716,1898
BBB50_RS05880,5535,6322,5860
BBB50_RS05885,174,222,197
BBB50_RS05890,34404,38150,31990
BBB50_RS05895,14971,17383,14610
BBB50_RS05900,2430,2674,2913
BBB50_RS05905,10403,11850,11984
BBB50_RS05910,4935,5082,5487
BBB50_RS05915,8235,8110,8357
BBB50_RS05920,1995,1952,1800
BBB50_RS05925,1798,1399,1588
BBB50_RS05930,2046,2490,2958
BBB50_RS05940,4484,6858,8469
BBB50_RS05945,18883,19603,20309
BBB50_RS05950,2894,3096,3254
BBB50_RS05955,9974,12269,15627
BBB50_RS05960,65496,72238,68901
BBB50_RS05965,265832,262191,246317
BBB50_RS05970,13377,11551,15993
BBB50_RS05975,2478,1319,1980
BBB50_RS05980,5300,1379,1475
BBB50_RS05985,502,569,756
BBB50_RS05995,16701,14325,15279
BBB50_RS06000,1141,1073,1129
BBB50_RS06005,78404,86423,86402
BBB50_RS06010,43145,51260,35632
BBB50_RS06015,44132,45921,39002
BBB50_RS06020,27161,15123,14058
BBB50_RS06025,27056,9035,6739
BBB50_RS06030,265475,115214,78481
BBB50_RS06035,64127,82530,72312
BBB50_RS06040,13880,10035,11657
BBB50_RS06045,3267,2658,2160
BBB50_RS06050,13861,7968,8565
BBB50_RS06055,11062,8342,10409
BBB50_RS06060,12904,14081,14037
BBB50_RS06065,9781,10302,9806
BBB50_RS06070,5410,6073,6118
BBB50_RS06075,38179,43031,43613
BBB50_RS06080,1273,1392,1431
BBB50_RS06085,4095,2082,2340
BBB50_RS06090,9991,6614,7224
BBB50_RS06095,70044,28967,17421
BBB50_RS06100,15467,16527,17765
BBB50_RS06105,1392,936,1211
BBB50_RS06110,3040,915,1287
BBB50_RS06115,7512,4129,4554
BBB50_RS06120,64629,43501,28568
BBB50_RS06125,4201,4416,4745
BBB50_RS06130,2229,2439,2318
BBB50_RS06135,628,549,688
BBB50_RS06140,5286,3767,4098
BBB50_RS06145,10646,6652,6398
BBB50_RS06150,7125,6123,6747
BBB50_RS06155,11882,11490,14006
BBB50_RS06160,2018,2165,2592
BBB50_RS06165,807,518,677
BBB50_RS06170,144,132,95
BBB50_RS06175,181,82,83
BBB50_RS06180,1415,783,846
BBB50_RS06185,4223,2776,2479
BBB50_RS06200,52166,59679,55231
BBB50_RS06205,625,697,581
BBB50_RS06210,4618,3939,4487
BBB50_RS06215,4087,3252,3688
BBB50_RS06220,4490,3441,4508
BBB50_RS06225,11393,9103,10573
BBB50_RS06230,5421,4264,5312
BBB50_RS06235,7023,4992,6784
BBB50_RS06240,16269,12281,13978
BBB50_RS06245,21739,24454,22456
BBB50_RS06250,12400,11018,10519
BBB50_RS06255,1601,1074,1222
BBB50_RS06260,5136,3041,2673
BBB50_RS06265,7602,3308,3446
BBB50_RS06270,3004,1235,1636
BBB50_RS06275,14449,7428,10114
BBB50_RS06280,2445,1430,1562
BBB50_RS06285,21975,22346,21098
BBB50_RS06290,24055,21120,20949
BBB50_RS06295,4555,7824,7810
BBB50_RS06300,1796,1213,1539
BBB50_RS06305,5706,2110,2637
BBB50_RS06310,9824,3372,3100
BBB50_RS06315,51144,18772,14893
BBB50_RS06320,405561,176383,130941
BBB50_RS06325,38117,47292,31888
BBB50_RS06330,7024,3136,2892
BBB50_RS06335,2213,1033,1085
BBB50_RS06340,3231,2004,2816
BBB50_RS06345,3996,1775,2488
BBB50_RS06350,7240,3416,4192
BBB50_RS06355,5997,10660,11181
BBB50_RS06360,5040,4418,4770
BBB50_RS06365,23948,40062,36627
BBB50_RS06370,19104,13807,8606
BBB50_RS06375,12032,5942,5045
BBB50_RS06380,2678,1400,1529
BBB50_RS06385,14989,5029,3928
BBB50_RS06390,18290,22113,19260
BBB50_RS06395,3230,2813,2938
BBB50_RS06400,365,386,403
BBB50_RS06405,2949,3086,4012
BBB50_RS06410,85857,119251,150190
BBB50_RS06415,11945,5432,5746
BBB50_RS06425,4621,4333,2815
BBB50_RS06430,24129,10281,7747
BBB50_RS06435,15471,13415,15453
BBB50_RS06440,19462,13320,12614
BBB50_RS06445,29334,18899,16363
BBB50_RS06450,16125,11758,12382
BBB50_RS06455,4283,3870,4105
BBB50_RS06460,3139,2249,3097
BBB50_RS06465,4960,3034,3842
BBB50_RS06470,3048,2438,3002
BBB50_RS06475,10251,9731,9542
BBB50_RS06480,5013,4458,4585
BBB50_RS06485,12618,5925,5728
BBB50_RS06490,9825,4899,5661
BBB50_RS06495,2564,1779,2087
BBB50_RS06500,165496,154458,156459
BBB50_RS06505,32110,22836,26642
BBB50_RS06510,20286,14292,15264
BBB50_RS06515,3320,2407,2996
BBB50_RS06520,18359,27041,20782
BBB50_RS06525,78618,103106,88794
BBB50_RS06540,2966,2622,3626
BBB50_RS06545,25578,15558,24691
BBB50_RS06550,3485,4002,4411
BBB50_RS06555,1058,919,1170
BBB50_RS06560,1007,974,1120
BBB50_RS06565,1621,2048,1942
BBB50_RS06570,2597,2696,2610
BBB50_RS06575,2334,2642,2593
BBB50_RS06580,5212,4296,4364
BBB50_RS06585,2072,1450,1984
BBB50_RS06590,6250,4979,4893
BBB50_RS06595,8824,6859,6931
BBB50_RS06600,14289,14390,14219
BBB50_RS06605,19942,26506,28450
BBB50_RS06610,66862,26257,7779
BBB50_RS06615,4858,4323,6810
BBB50_RS06620,1792,1662,2383
BBB50_RS06625,20826,6771,9593
BBB50_RS06630,86864,29338,36107
BBB50_RS06635,26302,9306,11378
BBB50_RS06640,3232,2670,2672
BBB50_RS06645,6069,4774,3198
BBB50_RS06650,55,62,61
BBB50_RS06655,88,22,32
BBB50_RS06660,1787,1556,1501
BBB50_RS06665,2820,2545,2768
BBB50_RS06670,2642,2709,3992
BBB50_RS06675,2297,2319,2837
BBB50_RS06680,1875,1780,2207
BBB50_RS06685,988,931,964
BBB50_RS06690,1060,1039,1109
BBB50_RS06695,48371,4431,919
BBB50_RS06700,42346,6629,1201
BBB50_RS06705,4327,1482,818
BBB50_RS06710,14262,5397,2912
BBB50_RS06715,61696,11060,7534
BBB50_RS06720,17354,23463,16128
BBB50_RS06725,2505,2983,2063
BBB50_RS06730,3985,2396,2054
BBB50_RS06735,94922,38935,30879
BBB50_RS06740,55879,28777,18305
BBB50_RS06745,4622,5978,5962
BBB50_RS06750,8079,15555,25277
BBB50_RS06755,465,826,1687
BBB50_RS06760,3607,6684,11516
BBB50_RS06765,678,1023,1782
BBB50_RS06770,761,698,886
BBB50_RS06775,924,711,1031
BBB50_RS06780,88924,115208,130123
BBB50_RS06785,7139,9708,11130
BBB50_RS06790,4362,3808,2622
BBB50_RS06795,1211,1016,783
BBB50_RS06800,1331,2200,1831
BBB50_RS06805,2054,3004,3216
BBB50_RS06810,1501,2035,2349
BBB50_RS06815,1031,1631,2210
BBB50_RS06820,1233,1106,1527
BBB50_RS06825,1885,1365,1573
BBB50_RS06830,5824,6794,6947
BBB50_RS06835,115985,32912,32525
BBB50_RS06840,15622,10614,11873
BBB50_RS06845,4007,2402,3180
BBB50_RS06850,969,786,1015
BBB50_RS06855,1079,772,1080
BBB50_RS06860,2370,1648,1898
BBB50_RS06865,503,421,504
BBB50_RS06870,774,769,780
BBB50_RS06875,354,275,302
BBB50_RS06880,413,391,398
BBB50_RS06885,842,638,640
BBB50_RS06890,10067,8850,10465
BBB50_RS06895,21807,21205,28124
BBB50_RS06900,9494,9010,11880
BBB50_RS06905,6167,5590,6969
BBB50_RS06910,6695,6114,7623
BBB50_RS06915,24079,24707,28492
BBB50_RS06920,3207,2483,2549
BBB50_RS06925,2050,1452,1392
BBB50_RS06930,5946,4424,4244
BBB50_RS06935,5397,5275,5726
BBB50_RS06940,17691,13326,14302
BBB50_RS06945,10041,5030,6074
BBB50_RS06950,6740,7008,6920
BBB50_RS06955,3247,2786,2626
BBB50_RS06960,5545,6884,6576
BBB50_RS06965,989,726,839
BBB50_RS06970,2327,2200,3098
BBB50_RS06975,2219,1861,1827
BBB50_RS06985,4392,1734,1832
BBB50_RS06990,1587,1061,1290
BBB50_RS06995,9385,7913,8945
BBB50_RS07000,2308,2510,2713
BBB50_RS07005,942,1408,1547
BBB50_RS07010,1443,1799,2452
BBB50_RS07015,5000,6067,6223
BBB50_RS07020,6767,5680,7936
BBB50_RS07025,7008,5358,6580
BBB50_RS07030,7129,5381,7094
BBB50_RS07035,4851,4234,4660
BBB50_RS07040,5181,4044,3453
BBB50_RS07045,6853,5445,5207
BBB50_RS07050,5696,4098,5593
BBB50_RS07055,2155,1970,2718
BBB50_RS07060,968,707,1109
BBB50_RS07065,30585,24676,33366
BBB50_RS07070,3914,3460,3887
BBB50_RS07075,7730,7698,8851
BBB50_RS07080,2527,2408,3016
BBB50_RS07085,47444,35001,30197
BBB50_RS07090,7365,6535,7627
BBB50_RS07095,18517,23091,29740
BBB50_RS07100,5346,6594,7483
BBB50_RS07105,22084,23683,22486
BBB50_RS07110,11331,7774,8987
BBB50_RS07115,3893,2954,4019
BBB50_RS07120,8117,9118,10617
BBB50_RS07125,2649,2897,3417
BBB50_RS07130,6813,6938,8135
BBB50_RS07135,3335,3966,4046
BBB50_RS07140,70148,42891,41666
BBB50_RS07145,111893,76274,74864
BBB50_RS07150,5979,735,668
BBB50_RS07155,89411,73856,82216
BBB50_RS07160,1507,1538,1561
BBB50_RS07165,299386,278231,324071
BBB50_RS07170,4909,5694,6964
BBB50_RS07175,14516,14884,13211
BBB50_RS07180,23684,23860,28882
BBB50_RS07185,883,740,1246
BBB50_RS07190,15522,17980,20057
BBB50_RS07195,22809,31427,41020
BBB50_RS07200,248764,167851,245803
BBB50_RS07205,10491,8872,12122
BBB50_RS07210,6078,5132,7129
BBB50_RS07215,5170,5229,6970
BBB50_RS07220,5504,6751,7578
BBB50_RS07225,2397,2889,3165
BBB50_RS07230,1250,1098,1214
BBB50_RS07240,1810,2263,2798
BBB50_RS07245,203,180,177
BBB50_RS07250,96,47,65
BBB50_RS07255,439,276,382
BBB50_RS07260,61,22,36
BBB50_RS07270,2037,2729,3032
BBB50_RS07275,250,253,222
BBB50_RS07280,101,46,47
BBB50_RS07285,475,269,401
BBB50_RS07290,2,3,11
BBB50_RS07295,981,794,778
BBB50_RS07300,25846,36955,33671
BBB50_RS07305,549,959,754
BBB50_RS07310,1177,2209,2213
BBB50_RS07315,1345,1350,1336
BBB50_RS07320,1232,1096,1074
BBB50_RS07325,3040,3036,2787
BBB50_RS07330,9144,10055,9850
BBB50_RS07335,13438,13006,13954
BBB50_RS07340,188,227,241
BBB50_RS07345,3935,4074,3980
BBB50_RS07350,2699,2911,3268
BBB50_RS07355,229,270,375
BBB50_RS07360,2036,2467,2280
BBB50_RS07365,260,353,312
BBB50_RS07370,479,700,886
BBB50_RS07375,44,74,106
BBB50_RS07380,187,229,193
BBB50_RS07385,4166,3102,2707
BBB50_RS07390,4456,4974,4115
BBB50_RS07395,101,94,127
BBB50_RS07400,92,94,83
BBB50_RS07405,402,384,394
BBB50_RS07410,596,494,501
BBB50_RS07415,379,438,442
BBB50_RS07420,85,99,123
BBB50_RS07425,32,37,41
BBB50_RS07430,1652,841,887
BBB50_RS07435,1837,1876,2043
BBB50_RS07440,367,269,274
BBB50_RS07445,273,88,142
BBB50_RS07455,593,449,527
BBB50_RS07460,4375,3737,3842
BBB50_RS07465,334,283,342
BBB50_RS07470,501,747,684
BBB50_RS07475,514,580,478
BBB50_RS07480,167,185,212
BBB50_RS07485,3646,3608,3565
BBB50_RS07490,2180,2119,2706
BBB50_RS07495,210,252,361
BBB50_RS07500,1770,2008,2050
BBB50_RS07505,253,292,303
BBB50_RS07510,423,617,783
BBB50_RS07515,44,64,101
BBB50_RS07520,775,1010,970
BBB50_RS07525,3656,2722,2438
BBB50_RS07530,2822,2993,2821
BBB50_RS07535,95,88,118
BBB50_RS07540,82,77,68
BBB50_RS07545,363,319,320
BBB50_RS07550,514,425,407
BBB50_RS07555,12672,14364,15169
BBB50_RS07560,8873,9408,10611
BBB50_RS07565,11359,8706,9653
BBB50_RS07570,37095,25180,29008
BBB50_RS07575,9978,9391,10535
BBB50_RS07580,5785,5596,6806
BBB50_RS07585,1855,1809,1918
BBB50_RS07590,13449,13038,12090
BBB50_RS07595,4753,4021,3728
BBB50_RS07600,4139,6136,3830
BBB50_RS07605,9074,15410,9617
BBB50_RS07610,39076,70456,53107
BBB50_RS07615,10206,13187,7152
BBB50_RS07620,52651,49989,37623
BBB50_RS07625,159979,188916,77960
BBB50_RS07630,29490,33323,26936
BBB50_RS07635,8003,7736,9466
BBB50_RS07640,5817,4552,6253
BBB50_RS07645,2852,2269,3921
BBB50_RS07650,4569,5256,9306
BBB50_RS07655,3769,4038,4435
BBB50_RS07660,10676,7091,8189
BBB50_RS07670,9036,4497,6199
BBB50_RS07675,35406,3089,3384
BBB50_RS07680,14785,1336,1787
BBB50_RS07685,9690,2211,2331
BBB50_RS07690,3546,1183,1231
BBB50_RS07695,3208,522,671
BBB50_RS07700,1092,162,237
BBB50_RS07705,9501,2297,2797
BBB50_RS07710,942,237,341
BBB50_RS07715,3615,552,751
BBB50_RS07720,12939,2817,3652
