gene_id,890_hisat2,913_hisat2,933_hisat2
BBB50_RS11615,5175,3888,4283
BBB50_RS11620,2838,1853,2131
BBB50_RS11625,184148,3144,14478
BBB50_RS11630,18697,33496,24310
BBB50_RS11635,57174,67062,70399
BBB50_RS11640,5679,6071,7140
BBB50_RS11645,11316,11393,14071
BBB50_RS11650,8977,9905,11523
BBB50_RS11655,14777,12032,14680
BBB50_RS11660,48136,37890,47029
BBB50_RS11665,20518,16902,19689
BBB50_RS11670,68713,53184,60025
BBB50_RS11675,36856,27707,31451
BBB50_RS11680,46794,38252,47900
BBB50_RS11685,92872,80444,92408
BBB50_RS11695,28416,35612,35660
BBB50_RS11700,56372,56735,57382
BBB50_RS11705,39732,45977,54151
BBB50_RS11710,13593,13986,15417
BBB50_RS11715,25304,30759,32181
BBB50_RS11720,78788,90436,98112
BBB50_RS11725,76554,77928,90914
BBB50_RS11730,32950,33337,39634
BBB50_RS11735,52952,43504,45523
BBB50_RS11740,15909,12856,13677
BBB50_RS11745,20708,17257,19585
BBB50_RS11750,34712,29328,31562
BBB50_RS11755,38912,29972,28895
BBB50_RS11760,17245,15906,21592
BBB50_RS11765,961,765,1067
BBB50_RS11770,29549,20588,21707
BBB50_RS11775,8806,12304,16508
BBB50_RS11780,29687,47863,64569
BBB50_RS11785,1981,3013,4747
BBB50_RS11790,63,105,110
BBB50_RS11795,632,498,458
BBB50_RS11800,1586,1243,1036
BBB50_RS11805,1920,1452,1608
BBB50_RS11810,536,692,602
BBB50_RS11815,1225,899,1058
BBB50_RS11820,23,18,42
BBB50_RS11825,5160,3586,3574
BBB50_RS11830,11002,10140,12628
BBB50_RS11835,17044,16082,21344
BBB50_RS11840,79072,69204,80498
BBB50_RS11845,1857,1056,1407
BBB50_RS11850,61640,42223,53831
BBB50_RS11855,2270,2301,2927
BBB50_RS11860,3799,3398,4213
BBB50_RS11865,3156,1880,2359
BBB50_RS11870,5394,2245,2739
BBB50_RS11875,11446,3182,4171
BBB50_RS11880,8950,7623,8082
BBB50_RS11885,13937,12240,15101
BBB50_RS11890,451864,240038,361638
BBB50_RS11895,199452,126785,186742
BBB50_RS11900,5711,5806,6613
BBB50_RS11905,3703,3916,4442
BBB50_RS11910,6640,6905,7070
BBB50_RS11915,3395,3550,4143
BBB50_RS11920,4710,4263,4648
BBB50_RS11925,1570,1693,2149
BBB50_RS11930,3105,3004,3582
BBB50_RS11935,3035,2370,2488
BBB50_RS11940,876,784,1011
BBB50_RS11945,8745,7902,8104
BBB50_RS11950,5230,5261,7182
BBB50_RS11955,17947,14494,14528
BBB50_RS11960,19521,12622,18261
BBB50_RS11965,42251,24195,33241
BBB50_RS11970,6764,6425,9048
BBB50_RS11975,86542,95001,110738
BBB50_RS11980,937,790,824
BBB50_RS11985,1112,842,1227
BBB50_RS11990,3213,3870,4436
BBB50_RS11995,88076,74930,75888
BBB50_RS12000,63080,63244,70406
BBB50_RS12005,81394,75970,73781
BBB50_RS12010,60498,64135,44868
BBB50_RS12015,4195,4858,4835
BBB50_RS12020,4049,3939,4929
BBB50_RS12025,49214,60142,50031
BBB50_RS12035,134609,127545,130023
BBB50_RS12040,90663,83233,79754
BBB50_RS12045,44859,43786,49727
BBB50_RS12050,16347,31278,29529
BBB50_RS12055,24396,27128,27623
BBB50_RS12060,47276,44402,55318
BBB50_RS12070,27882,27256,25234
BBB50_RS12075,476,481,521
BBB50_RS12080,94533,49846,37083
BBB50_RS12085,20690,15040,14109
BBB50_RS12090,58514,30613,29854
BBB50_RS12095,15462,9285,10380
BBB50_RS12100,4142,2554,3358
BBB50_RS12105,2763,2687,3261
BBB50_RS12110,4182,2180,2608
BBB50_RS12115,14971,6074,7330
BBB50_RS12120,18043,6518,8255
BBB50_RS12125,10688,10911,10239
BBB50_RS12130,14242,14495,13434
BBB50_RS12135,8732,8660,9325
BBB50_RS12140,2796,2845,3183
BBB50_RS12145,3973,5282,6628
BBB50_RS12150,7214,7967,9260
BBB50_RS12155,5143,6173,7244
BBB50_RS12160,2393,2012,2230
BBB50_RS12165,6056,4160,4978
BBB50_RS12170,4038,4850,6067
BBB50_RS12175,449,503,745
BBB50_RS12180,6239,5653,6407
BBB50_RS12185,635,665,512
BBB50_RS12190,2,9,0
BBB50_RS12195,34,12,27
BBB50_RS12200,58,37,67
BBB50_RS12205,7196,2250,2892
BBB50_RS12210,140,91,109
BBB50_RS12215,30,12,9
BBB50_RS12220,17,4,11
BBB50_RS12225,1,14,1
BBB50_RS12230,76,104,99
BBB50_RS12235,6244,6363,7497
BBB50_RS12240,20156,22176,29624
BBB50_RS12245,7387,8522,11500
BBB50_RS12250,13373,12789,15646
BBB50_RS12255,10844,10186,13158
BBB50_RS12260,6731,6781,6894
BBB50_RS12265,12701,10996,11637
BBB50_RS12270,3663,3117,3710
BBB50_RS12275,2215,1866,1919
BBB50_RS12280,3177,2069,2315
BBB50_RS12285,11238,7199,8885
BBB50_RS12290,7142,4866,5873
BBB50_RS12295,42622,29604,41686
BBB50_RS12300,11706,6871,8676
BBB50_RS12305,3459,3037,3280
BBB50_RS12310,149010,165586,177812
BBB50_RS12315,36206,34397,36246
BBB50_RS12320,151968,208417,303076
BBB50_RS12325,37085,51384,86413
BBB50_RS12330,10750,9205,12098
BBB50_RS12335,8718,12273,10480
BBB50_RS12340,2483,2708,2944
BBB50_RS12345,2235,1487,1886
BBB50_RS12350,121980,114789,114383
BBB50_RS12355,32734,30745,33774
BBB50_RS12360,11091,9531,10565
BBB50_RS12365,17968,18902,24731
BBB50_RS12370,9305,9910,11840
BBB50_RS12375,4835,4531,5641
BBB50_RS12380,3744,3531,3553
BBB50_RS12385,5703,5692,6748
BBB50_RS12390,58834,52720,52529
BBB50_RS12395,56517,29170,37431
BBB50_RS12400,4197,1871,2281
BBB50_RS12405,8413,6614,8671
BBB50_RS12410,4894,4181,5653
BBB50_RS12415,17229,13256,16104
BBB50_RS12420,65162,54805,59721
BBB50_RS12425,15749,12086,13011
BBB50_RS12430,5764,3857,5424
BBB50_RS12435,12545,12273,13660
BBB50_RS12440,39716,35545,40158
BBB50_RS12445,17331,16456,18623
BBB50_RS12450,12439,9458,10686
BBB50_RS12455,42748,32755,38674
BBB50_RS12460,2291,1683,1972
BBB50_RS12465,4523,4537,5670
BBB50_RS12470,10701,10191,12391
BBB50_RS12475,10809,10963,14339
BBB50_RS12480,21854,22722,30483
BBB50_RS12485,1513,890,1080
BBB50_RS12490,21268,16820,16771
BBB50_RS12495,66444,52959,52431
BBB50_RS12500,11068,10805,12085
BBB50_RS12505,45928,49285,50093
BBB50_RS12510,28118,33312,29208
BBB50_RS12515,31316,37844,41710
BBB50_RS12520,6895,6899,9535
BBB50_RS12525,12,11,28
BBB50_RS12530,7,12,18
BBB50_RS12535,133,75,77
BBB50_RS12540,164,103,73
BBB50_RS12545,15,17,16
BBB50_RS12550,89,38,78
BBB50_RS12555,15,24,154
BBB50_RS12565,15,28,27
BBB50_RS12570,341,252,239
BBB50_RS12575,2,3,0
BBB50_RS12580,3,4,17
BBB50_RS12585,3028,2851,2555
BBB50_RS12590,4842,4298,5087
BBB50_RS12595,8933,5034,6151
BBB50_RS12600,15049,4444,6133
BBB50_RS12605,344,156,172
BBB50_RS12610,0,0,0
BBB50_RS12615,6026,5243,5745
BBB50_RS12620,3063,2956,2923
BBB50_RS12625,4495,4924,4874
BBB50_RS12630,32078,26766,30122
BBB50_RS12635,18511,15216,18896
BBB50_RS12640,4934,3962,4071
BBB50_RS12645,38532,29235,29730
BBB50_RS12650,2247,2059,2050
BBB50_RS12655,16550,14306,16076
BBB50_RS12660,38677,33703,36436
BBB50_RS12665,4530,3591,4734
BBB50_RS12670,60130,55701,50445
BBB50_RS12675,59515,57310,54772
BBB50_RS12680,74221,75678,76575
BBB50_RS12685,123512,117497,113282
BBB50_RS12690,58272,29743,39952
BBB50_RS12695,12478,8259,10671
BBB50_RS12700,266463,263661,288484
BBB50_RS12705,162389,135787,145426
BBB50_RS12710,97354,100972,97319
BBB50_RS12715,151335,145731,146733
BBB50_RS12720,2554,2227,2663
BBB50_RS12725,3265,3008,3167
BBB50_RS12730,5117,4255,4508
BBB50_RS12735,16301,13696,13728
BBB50_RS12740,106370,146274,130532
BBB50_RS12745,13900,14581,16229
BBB50_RS12750,1031,746,926
BBB50_RS12755,666,457,493
BBB50_RS12760,69583,76208,68544
BBB50_RS12765,82590,99412,90031
BBB50_RS12770,56236,61389,76515
BBB50_RS12775,40299,40556,50413
BBB50_RS12780,37940,34526,39359
BBB50_RS12785,12145,14851,16702
BBB50_RS12790,11322,14610,17524
BBB50_RS12795,3999,4900,5549
BBB50_RS12800,4454,3376,4214
BBB50_RS12805,534,403,493
BBB50_RS12810,198,111,198
BBB50_RS12815,1104,963,1121
BBB50_RS12820,1706,1374,1593
BBB50_RS12825,111,92,100
BBB50_RS12830,1916,1500,1805
BBB50_RS12835,1213,1153,1121
BBB50_RS12840,364,369,349
BBB50_RS12845,3876,4025,5306
BBB50_RS12850,25717,22688,25601
BBB50_RS12855,15161,11485,12191
BBB50_RS12860,6633,6735,9271
BBB50_RS12865,4781,3607,4467
BBB50_RS12870,134274,116258,106747
BBB50_RS12875,4548,2956,4171
BBB50_RS12880,9286,5990,6537
BBB50_RS12885,10197,6386,6860
BBB50_RS12890,23410,21189,22659
BBB50_RS12895,4343,3303,3739
BBB50_RS12900,58719,42263,43601
BBB50_RS12905,526562,534707,502612
BBB50_RS12910,375996,365714,378109
BBB50_RS12915,44390,38897,43117
BBB50_RS12920,156526,134110,144005
BBB50_RS12925,115707,103428,111571
BBB50_RS12930,103421,91080,98651
BBB50_RS12935,24520,17322,19912
BBB50_RS12940,11436,9226,11836
BBB50_RS12945,155698,126681,154670
BBB50_RS12950,6111,6215,6847
BBB50_RS12955,24,22,22
BBB50_RS12960,778,470,487
BBB50_RS12965,493,449,403
BBB50_RS12970,3530,3574,4098
BBB50_RS12975,9268,8091,8965
BBB50_RS12980,20460,15561,16118
BBB50_RS12985,1626,1656,1699
BBB50_RS12995,8907,8117,10805
BBB50_RS13000,24,24,47
BBB50_RS13005,17,14,33
BBB50_RS13010,212,126,374
BBB50_RS13015,2,0,3
BBB50_RS13020,3,15,13
BBB50_RS13025,200,171,203
BBB50_RS13035,7947,7114,8044
BBB50_RS13040,2091,1563,2061
BBB50_RS13045,25003,25256,26469
BBB50_RS13050,7171,4119,5375
BBB50_RS13055,96362,41107,50933
BBB50_RS13060,7028,6203,7928
BBB50_RS13065,130510,116663,124857
BBB50_RS13070,39859,36839,39597
BBB50_RS13075,18129,14485,19356
BBB50_RS13080,2055,1680,1834
BBB50_RS13090,108388,83780,74275
BBB50_RS13095,13295,8804,9143
BBB50_RS13100,542105,480431,415632
BBB50_RS13105,2892,2858,2584
BBB50_RS13110,6114,6207,6946
BBB50_RS13115,14994,17599,21280
BBB50_RS13120,10809,7887,9845
BBB50_RS13125,15660,9443,12336
BBB50_RS13130,1798,1114,1718
BBB50_RS13135,6881,5594,4521
BBB50_RS13140,3097,2215,4741
BBB50_RS13145,1399,829,2755
BBB50_RS13150,5364,4474,9038
BBB50_RS13155,8675,7484,9506
BBB50_RS13160,3669,12079,16544
BBB50_RS13165,315,1299,1820
BBB50_RS13170,29975,39103,40642
BBB50_RS13175,2028,913,2071
BBB50_RS13180,1363,590,968
BBB50_RS13185,11537,10452,12309
BBB50_RS13190,4426,5276,5653
BBB50_RS13195,18645,12006,18033
BBB50_RS13200,12359,7213,9517
BBB50_RS13205,3122,3463,4073
BBB50_RS13210,10018,10986,12296
BBB50_RS13220,12712,9565,8856
BBB50_RS13225,15593,14224,14450
BBB50_RS13230,18357,22575,19986
BBB50_RS13235,7125,6914,7169
BBB50_RS13240,12789,12666,15866
BBB50_RS13245,3761,3456,4261
BBB50_RS13250,14753,12188,13775
BBB50_RS13255,9113,8421,10104
BBB50_RS13260,2249,2916,2986
BBB50_RS13265,15445,15344,16211
BBB50_RS13270,23660,19239,20170
BBB50_RS13275,21834,19476,20507
BBB50_RS13295,23175,24014,24658
BBB50_RS13300,157333,183366,175619
BBB50_RS13305,64835,77921,69502
BBB50_RS13310,47801,58444,61940
BBB50_RS13315,4889,6859,6578
BBB50_RS13320,7972,9543,11432
BBB50_RS13325,23206,28050,27589
BBB50_RS13330,44620,55628,56933
BBB50_RS13335,53422,59499,61700
BBB50_RS13340,25326,31044,38206
BBB50_RS13345,28946,31719,34218
BBB50_RS13350,35478,37543,40291
BBB50_RS13355,34020,33689,35155
BBB50_RS13360,37250,37305,37039
BBB50_RS13365,5283,5936,4984
BBB50_RS13370,5814,7170,6522
BBB50_RS13375,9519,9438,8954
BBB50_RS13380,3508,3848,4125
BBB50_RS13385,3157,3251,3477
BBB50_RS13390,6938,5932,7179
BBB50_RS13395,1955,1591,1557
BBB50_RS13400,9515,11514,11531
BBB50_RS13405,4741,5487,5564
BBB50_RS13410,7974,8656,7742
BBB50_RS13415,4667,4218,4972
BBB50_RS13420,6041,4822,5768
BBB50_RS13425,14382,11443,13624
BBB50_RS13430,3261,2643,3386
BBB50_RS13435,7868,4806,6358
BBB50_RS13440,13106,11251,11446
BBB50_RS13445,8319,7527,7199
BBB50_RS13450,3458,4081,3710
BBB50_RS13455,2166,1606,2614
BBB50_RS13460,17593,14067,20287
BBB50_RS13465,628,621,1032
BBB50_RS13470,8839,12597,18501
BBB50_RS13475,31670,16967,16619
BBB50_RS13480,5379,3761,4693
BBB50_RS13485,18109,14816,17689
BBB50_RS13490,9123,7115,8148
BBB50_RS13495,3988,2798,4445
BBB50_RS13500,16003,10416,14129
BBB50_RS13505,26124,22691,25071
BBB50_RS13510,3277,2622,3194
BBB50_RS13515,2835,3383,4586
BBB50_RS13520,566,833,1142
BBB50_RS13530,3992,14923,14240
BBB50_RS13535,2133,9040,9033
BBB50_RS13540,640,4978,4455
BBB50_RS13545,1201,7453,6322
BBB50_RS13550,17492,166241,142901
BBB50_RS13555,5725,42769,38132
BBB50_RS13560,1690,3259,3480
BBB50_RS13565,593,641,702
BBB50_RS13570,9330,7695,9709
BBB50_RS13575,3771,2214,2865
BBB50_RS13580,34182,68811,55544
BBB50_RS13585,6505,6864,6885
BBB50_RS13590,1827,1812,1677
BBB50_RS13595,30514,26634,26989
BBB50_RS13600,90053,75786,53079
BBB50_RS13605,15722,13908,15320
BBB50_RS13610,65141,55995,56646
BBB50_RS13615,14229,10900,10997
BBB50_RS13620,3438,3266,4111
BBB50_RS13625,5636,5160,5729
BBB50_RS13630,81936,93013,87638
BBB50_RS13635,43578,73972,67516
BBB50_RS13650,248,244,198
BBB50_RS13655,1157,800,959
BBB50_RS13660,1470,1510,1842
BBB50_RS13665,894,808,895
BBB50_RS13670,271,240,406
BBB50_RS13675,21268,19830,25550
BBB50_RS13680,6404,5235,6035
BBB50_RS13685,15717,24165,16410
BBB50_RS13690,28952,36875,22512
BBB50_RS13695,64263,76953,45710
BBB50_RS13700,4372,3269,3370
BBB50_RS13705,26535,92528,58580
BBB50_RS13710,1302,1087,1408
BBB50_RS13715,78,63,79
BBB50_RS13720,19,26,37
BBB50_RS13725,388,421,368
BBB50_RS13730,6,1,1
BBB50_RS13735,6,11,25
BBB50_RS13740,21,34,29
BBB50_RS13750,11,13,22
BBB50_RS13755,407,927,1891
BBB50_RS13760,159,79,69
BBB50_RS13765,15,17,16
BBB50_RS13770,92,42,68
BBB50_RS13775,329,312,435
BBB50_RS13780,2380,2111,2165
BBB50_RS13785,4947,4426,4987
BBB50_RS13790,4205,3336,4102
BBB50_RS13795,2538,2219,2746
BBB50_RS13800,595161,663848,620309
BBB50_RS13805,234916,228441,202042
BBB50_RS13810,3327,3840,4062
BBB50_RS13815,26879,24976,19986
BBB50_RS13820,7558,7139,7673
BBB50_RS13825,90541,94415,90563
BBB50_RS13830,228267,299414,299432
BBB50_RS13835,105931,143940,155328
BBB50_RS13840,226105,277088,275842
BBB50_RS13845,48784,62758,64880
BBB50_RS13850,79551,95774,97223
BBB50_RS13855,31010,35883,35462
BBB50_RS13860,129441,148734,150840
BBB50_RS13865,93930,100475,106064
BBB50_RS13870,30609,24094,29113
BBB50_RS13875,37201,31294,36018
BBB50_RS13880,7130,4512,6224
BBB50_RS13885,28927,18925,24823
BBB50_RS13895,5560,4147,4649
BBB50_RS13900,18985,14520,15357
BBB50_RS13905,20451,19504,27525
BBB50_RS13910,445,420,708
BBB50_RS13915,1438,1133,1784
BBB50_RS13920,1386,1378,1870
BBB50_RS13925,3605,4256,4754
BBB50_RS13930,2478,2825,2993
BBB50_RS13935,13475,17726,17137
BBB50_RS13940,47132,48624,51216
BBB50_RS13945,15524,16813,18901
BBB50_RS13950,3177,2604,2681
BBB50_RS13955,938,1051,1476
BBB50_RS13960,4063,3447,5115
BBB50_RS13965,3502,2786,3325
BBB50_RS13970,31916,9394,12781
BBB50_RS13980,656,494,526
BBB50_RS13985,8873,9968,9308
BBB50_RS13990,31451,29349,18179
BBB50_RS13995,18666,16591,14551
BBB50_RS14000,26938,21323,23711
BBB50_RS14005,154847,204414,79004
BBB50_RS14010,37288,38567,23861
BBB50_RS14015,25731,26703,19466
BBB50_RS14020,89246,107343,66313
BBB50_RS14025,20143,23436,15979
BBB50_RS14030,4182,4335,3513
BBB50_RS14035,1547,876,612
BBB50_RS14040,1697,1571,2014
BBB50_RS14045,27103,77524,87471
BBB50_RS14050,6001,12042,12698
BBB50_RS14055,13353,19096,21217
BBB50_RS14065,6389,5465,5488
BBB50_RS14070,12980,5754,5087
BBB50_RS14075,77630,5880,3310
BBB50_RS14080,108626,6238,2668
BBB50_RS14085,7819,3864,3550
BBB50_RS14090,13595,3021,3728
BBB50_RS14095,55609,57794,37551
BBB50_RS14100,15792,20109,14411
BBB50_RS14105,5746,7635,9734
BBB50_RS14110,2148,2219,3350
BBB50_RS14115,2257,2612,3896
BBB50_RS14120,6322,6900,10064
BBB50_RS14125,10336,10230,11574
BBB50_RS14130,17215,10891,11086
BBB50_RS14135,4588,3740,4300
BBB50_RS14140,27882,28523,32676
BBB50_RS14145,13738,15364,19749
BBB50_RS14150,5651,4564,6606
BBB50_RS14155,20349,17540,21595
BBB50_RS14160,27743,23429,26978
BBB50_RS14165,10106,11445,14281
BBB50_RS14170,5175,9730,9279
BBB50_RS14180,8797,10955,9159
BBB50_RS14185,6955,7993,7297
BBB50_RS14190,8990,7515,7603
BBB50_RS14195,24708,24051,20990
BBB50_RS14200,103118,76535,95313
BBB50_RS14210,17827,14791,17292
BBB50_RS14215,13867,16016,20873
BBB50_RS14220,3248,2942,3573
BBB50_RS14225,3333,4009,4478
BBB50_RS14230,1883,2250,2449
BBB50_RS14235,365,361,515
BBB50_RS14240,2424,6124,8069
BBB50_RS14245,1341,1102,1030
BBB50_RS14250,812,841,872
BBB50_RS14255,642,644,551
BBB50_RS14260,1251,1161,993
BBB50_RS14265,8836,14026,9038
BBB50_RS14270,2680,6985,4027
BBB50_RS14275,7233,7793,6464
BBB50_RS14280,13691,11639,10876
BBB50_RS14285,28336,24709,17668
BBB50_RS14290,65615,69469,66843
BBB50_RS14295,63830,13104,6470
BBB50_RS14300,3418,3085,3066
BBB50_RS14305,1717,2024,2494
BBB50_RS14310,3361,3909,4359
BBB50_RS14315,1828,2853,2471
BBB50_RS14320,752,758,771
BBB50_RS14330,12076,15753,28035
BBB50_RS14335,7313,5209,4033
BBB50_RS14340,2868,3274,2909
BBB50_RS14345,8399,9459,7907
BBB50_RS14360,1123,1965,633
BBB50_RS14365,14922,21913,4157
BBB50_RS14370,7746,6926,7568
BBB50_RS14375,11046,9544,9191
BBB50_RS14380,15114,13698,11760
BBB50_RS14385,9100,8736,5869
BBB50_RS14390,14298,18920,11297
BBB50_RS14395,8530,9065,8918
BBB50_RS14400,27909,19434,19238
BBB50_RS14405,3213,2772,3052
BBB50_RS14410,1168,1794,1890
BBB50_RS14415,13619,18467,17059
BBB50_RS14420,39853,73336,43723
BBB50_RS14425,206119,435022,155246
BBB50_RS14430,56778,125076,32137
BBB50_RS14435,57767,127819,41305
BBB50_RS14440,17701,33020,15054
BBB50_RS14445,68510,124235,48899
BBB50_RS14450,9304,19043,8881
BBB50_RS14455,48958,104236,39372
BBB50_RS14460,16786,35565,15994
BBB50_RS14465,122237,259348,97198
BBB50_RS14470,62815,127455,51433
BBB50_RS14475,13605,26290,10295
BBB50_RS14480,25622,53293,23572
BBB50_RS14485,119808,237627,93181
BBB50_RS14490,13436,29975,13467
BBB50_RS14500,47618,106355,47768
BBB50_RS14505,14016,22924,12194
BBB50_RS14510,9098,11787,9028
BBB50_RS14520,490,658,870
BBB50_RS14525,927,1509,1780
BBB50_RS14530,1707,2189,2700
BBB50_RS14535,7237,9826,10982
BBB50_RS14540,2153,2235,2533
BBB50_RS14545,7716,7191,8986
BBB50_RS14550,1624,1571,1748
BBB50_RS14555,1350,1464,1693
BBB50_RS14560,3908,3781,3464
BBB50_RS14565,12040,20905,23309
BBB50_RS14570,18753,33322,36980
BBB50_RS14575,45900,36291,40677
BBB50_RS14580,50154,86628,27283
BBB50_RS14585,7804,8487,9735
BBB50_RS14590,12044,10670,12864
BBB50_RS14600,16639,10087,15432
BBB50_RS14605,5465,3542,4840
BBB50_RS14610,2043,2025,1896
BBB50_RS14615,26581,23677,5776
BBB50_RS14620,682,578,450
BBB50_RS14625,37405,21457,19015
BBB50_RS14630,2663,1105,1213
BBB50_RS14635,815,317,380
BBB50_RS14640,1966,675,828
BBB50_RS14645,13305,3641,3815
BBB50_RS14650,3164,829,870
BBB50_RS14655,32452,12971,8522
BBB50_RS14660,38933,27283,16041
BBB50_RS14665,161566,115323,69200
BBB50_RS14670,3629,19150,55348
BBB50_RS14675,14859,53884,160709
BBB50_RS14685,1737,2689,2748
BBB50_RS14690,3708,4312,4792
BBB50_RS14695,4717,5405,3253
BBB50_RS14700,97298,107406,151456
BBB50_RS14705,11357,14628,16439
BBB50_RS14710,3846,6206,7324
BBB50_RS14715,5223,4758,5543
BBB50_RS14720,2485,1727,2048
BBB50_RS14725,1768,1090,1252
BBB50_RS14730,2880,2630,3503
BBB50_RS14735,6902,6939,7086
BBB50_RS14740,15939,17008,18415
BBB50_RS14745,2766,2270,2673
BBB50_RS14750,12581,8658,8054
BBB50_RS14755,1022,907,828
BBB50_RS14760,2886,2268,2204
BBB50_RS14765,3491,3343,3949
BBB50_RS14770,9464,7939,7177
BBB50_RS14775,12424,4965,12896
BBB50_RS14780,26382,22893,28060
BBB50_RS14785,656,776,562
BBB50_RS14790,30174,14266,10722
BBB50_RS14795,10751,8491,8458
BBB50_RS14800,32155,17791,18215
BBB50_RS14805,23306,11742,10993
BBB50_RS14810,24345,13422,15995
BBB50_RS14815,13294,14348,13458
BBB50_RS14820,2853,2571,2598
BBB50_RS14825,7770,7834,8204
BBB50_RS14830,11891,5976,6045
BBB50_RS14840,8041,7994,7450
BBB50_RS14845,11859,36436,23984
BBB50_RS14850,20543,26194,20457
BBB50_RS14855,4314,6015,5046
BBB50_RS14860,1720,2570,2152
BBB50_RS14865,110,100,103
BBB50_RS14870,1799,1498,1770
BBB50_RS14875,9606,12550,18397
BBB50_RS14880,5675,4581,5857
BBB50_RS14885,3239,2947,3114
BBB50_RS14895,33907,6535,8405
BBB50_RS14900,44803,11531,13132
BBB50_RS14905,10538,2869,3821
BBB50_RS14910,34535,23452,22705
BBB50_RS14915,2566,1584,2010
BBB50_RS14925,3884,3551,3512
BBB50_RS14930,14896,10596,11528
BBB50_RS14935,12937,35531,43024
BBB50_RS14940,155656,1252652,1084348
BBB50_RS14945,39976,51327,56367
BBB50_RS14950,2373,996,990
BBB50_RS14955,2493,1033,1204
BBB50_RS14960,569077,343126,247916
BBB50_RS14965,34467,20943,14197
BBB50_RS14970,8809,9196,8204
BBB50_RS14975,14916,19690,20589
BBB50_RS14980,6394,6967,7672
BBB50_RS14985,1925,2854,3915
BBB50_RS14990,12784,16339,15857
BBB50_RS14995,53195,70371,73893
BBB50_RS15000,65971,115030,101975
BBB50_RS15005,1088,1944,2058
BBB50_RS15010,14251,12285,11906
BBB50_RS15015,2238,2366,2480
BBB50_RS15020,558,670,579
BBB50_RS15025,3494,3683,3536
BBB50_RS15030,1826,1646,1360
BBB50_RS15035,1589,1302,1071
BBB50_RS15040,661,1803,2177
BBB50_RS15045,419,787,1104
BBB50_RS15050,480,909,1246
BBB50_RS15055,214,566,813
BBB50_RS15060,210,458,679
BBB50_RS15065,842,1473,2229
BBB50_RS15070,2917,3076,3022
BBB50_RS15075,2865,3084,3130
BBB50_RS15080,24195,10686,4667
BBB50_RS15085,10020,4930,2947
BBB50_RS15090,953,699,656
BBB50_RS15095,220,186,206
BBB50_RS15100,1372,1398,1454
BBB50_RS15105,1882,2873,2671
BBB50_RS15110,2261,2881,2731
BBB50_RS15115,5712,10938,8226
BBB50_RS15120,5410,14152,12347
BBB50_RS15125,4450,2149,2272
BBB50_RS15130,2886,3173,3777
BBB50_RS15135,1543,1210,1326
BBB50_RS15140,2748,2297,1944
BBB50_RS15145,1116,782,964
BBB50_RS15150,972,800,735
BBB50_RS15155,1413,1095,1106
BBB50_RS15160,222,258,273
BBB50_RS15165,30606,5171,1759
BBB50_RS15170,16887,2590,1001
BBB50_RS15175,18649,18729,17892
BBB50_RS15180,12663,17812,21165
BBB50_RS15185,2730,4304,4195
BBB50_RS15190,6578,4723,6367
BBB50_RS15195,52285,105657,142738
BBB50_RS15200,6420,10975,12271
BBB50_RS15205,74431,132451,125924
BBB50_RS15210,1910,3435,4185
BBB50_RS15215,10728,18427,23459
BBB50_RS15220,9462,10646,5917
BBB50_RS15225,555,474,272
BBB50_RS15230,5580,8384,7436
BBB50_RS15240,3765,5442,3395
BBB50_RS15250,108667,88675,88344
BBB50_RS15255,251162,239995,249669
BBB50_RS15260,87158,89457,81451
BBB50_RS15265,114708,111480,93330
BBB50_RS15270,3676,2496,2645
BBB50_RS15275,5153,2000,1466
BBB50_RS15290,1369,722,711
BBB50_RS15295,3234,1883,1816
BBB50_RS15300,6109,3841,2414
BBB50_RS15310,3161,3689,3668
BBB50_RS15315,6214,5721,3173
BBB50_RS15320,2227,2924,1508
BBB50_RS15330,1774,1428,878
BBB50_RS15335,45,41,18
BBB50_RS15340,548,331,193
BBB50_RS15345,1520,1248,729
BBB50_RS15350,3394,3045,1742
BBB50_RS15355,4014,3341,1829
BBB50_RS15360,1721,1285,624
BBB50_RS15365,2480,1627,1012
BBB50_RS15370,1223,942,513
BBB50_RS15380,1148,781,342
BBB50_RS15390,7524,5379,5567
BBB50_RS15395,3002,2493,2399
BBB50_RS15400,18946,11452,9187
BBB50_RS15405,4180,1497,728
BBB50_RS15410,7830,4357,2867
BBB50_RS15415,3489,1717,1130
BBB50_RS15420,23332,12305,6765
BBB50_RS15425,928,479,193
BBB50_RS15430,10656,4538,2362
BBB50_RS15435,13420,3745,1776
BBB50_RS15440,6989,2526,1310
BBB50_RS15445,7699,3236,1166
BBB50_RS15450,8669,3186,1462
BBB50_RS15455,5544,3348,3346
BBB50_RS15460,2873,1950,1501
BBB50_RS15465,11458,7009,6040
BBB50_RS15470,8451,4147,2862
BBB50_RS15475,8699,4832,3170
BBB50_RS15480,5244,3177,1582
BBB50_RS15485,3406,1925,1163
BBB50_RS15500,4518,2550,1016
BBB50_RS15505,1710,563,284
BBB50_RS15510,2868,2938,1855
BBB50_RS15515,1085,717,564
BBB50_RS15525,5304,3787,3012
BBB50_RS15530,1272,658,303
BBB50_RS15535,1018,552,344
BBB50_RS15545,2872,1911,917
BBB50_RS15550,1322,814,525
BBB50_RS15555,1503,1052,477
BBB50_RS15570,1774,1016,705
BBB50_RS15575,2489,1415,798
BBB50_RS15580,310,184,104
BBB50_RS15585,0,2,0
BBB50_RS15590,78,61,34
